what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113727400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113727883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113740322
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1481113740376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481113742481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113779049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113781951
opened,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1481113786404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113786411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113795355
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1481113795405
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1481113799012
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481113805901
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481113806838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481113834656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481113836169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481113851208
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1481113854982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1481113857366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1481113860330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1481113863073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1481113865698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113870164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113870183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113870320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113870533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113871144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113885194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1481113885316
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1481113887780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113893341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113913248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113913770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113916902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113918509
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1481113918643
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1481113918970
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1481113919101
