what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531154398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1476531159599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531163300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531163308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531163414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531163606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531164339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531180291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531182593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531186829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531190477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531206419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476531212290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476531216916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476531219393
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531220284
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531220447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476531222096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1476531226606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531229892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531229899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531229997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531230184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531230936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531252764
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1476531290939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531300978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531301055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476531310738
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531324562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531324711
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531347717
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531347875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531352220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531378806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476531387441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476531390462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476531394193
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531394964
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476531395103
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1476531396186
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1476531422953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1476531424254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476531431005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1476531432690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531437033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531437040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531437141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531437330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531438076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531500807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476531518514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1476531521178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531524373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531524380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531524479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476531524684
