what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1476523153056
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1476523153057
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1476523153057
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1476523153058
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1476523153058
os,sysinfo,,,"win32",1476523153060
arch,sysinfo,,,"x86",1476523153060
ws,sysinfo,,,"win32",1476523153060
locale,sysinfo,,,"en_IN",1476523153060
processors,sysinfo,,,"1",1476523153060
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1476523153060
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1476523153060
java.specification.name,sysinfo,,,"Java Platform API Specification",1476523153060
java.specification.vendor,sysinfo,,,"Oracle Corporation",1476523153060
java.specification.version,sysinfo,,,"1.7",1476523153060
java.vendor,sysinfo,,,"Oracle Corporation",1476523153060
java.version,sysinfo,,,"1.7.0_79",1476523153060
java.vm.info,sysinfo,,,"mixed mode, sharing",1476523153060
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1476523153060
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1476523153060
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1476523153060
java.vm.specification.version,sysinfo,,,"1.7",1476523153060
java.vm.vendor,sysinfo,,,"Oracle Corporation",1476523153060
java.vm.version,sysinfo,,,"24.79-b02",1476523153060
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1476523153722
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1476523153728
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1476523153756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476523342443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524076005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1476524090187
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1476524090898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524092435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524092673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524093264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524093965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524094592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524094946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524095263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1476524097159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524100567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1476524100946
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476524119270
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476524125061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476524127281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524136575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524164386
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1476524171586
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1476524171630
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1476524171701
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1476524171739
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1476524171932
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1476524171968
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1476524172054
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1476524172248
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1476524172275
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1476524172276
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1476524172277
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1476524172278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1476524172315
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1476524181726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1476524190619
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1476524191849
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1476524191860
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1476524192082
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1476524192106
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1476524192147
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1476524192207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524194322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524194328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524194432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524194642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524195352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524246418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476524262042
